ward,area_sqm,rooms,floor,building_age,distance_to_station_min,amenity_score,has_balcony,has_parking,is_remodeled,price_million_yen
Shinagawa,85.62,3,7,7.0,13.2,63.5,1,1,0,180.07
Bunkyo,69.03,3,26,8.5,12.9,79.8,1,0,0,156.96
Itabashi,33.23,1,28,32.1,1.0,100.0,1,1,1,91.63
Itabashi,37.36,1,13,17.4,2.4,100.0,1,1,0,75.56
Setagaya,51.94,2,17,36.4,3.6,75.1,1,1,1,135.83
Chiyoda,29.59,1,6,16.1,5.3,86.3,1,1,0,114.16
Chuo,83.25,3,1,7.6,30.0,42.5,0,1,0,146.27
Shibuya,23.61,1,14,8.5,11.9,86.4,1,1,0,157.89
Edogawa,47.16,2,17,8.7,13.1,65.1,1,1,0,121.8
Setagaya,101.04,3,19,6.3,30.0,22.9,1,0,0,127.78
Suginami,85.83,2,6,16.6,7.0,79.6,1,1,1,196.53
Nerima,54.17,2,26,15.4,3.8,100.0,0,1,0,101.3
Kita,88.64,4,1,24.9,10.0,73.7,1,1,0,125.76
Nakano,83.89,4,24,2.2,7.0,85.7,0,1,0,190.79
Katsushika,53.17,1,28,2.2,1.0,100.0,1,1,0,143.71
Adachi,27.84,1,30,2.8,5.8,86.4,0,1,0,84.39
Bunkyo,33.8,1,24,0.9,1.0,91.5,1,1,0,164.5
Shibuya,78.78,3,17,1.9,3.0,79.0,1,0,0,226.76
Bunkyo,44.64,1,23,1.9,2.5,89.3,1,1,0,125.74
Katsushika,55.03,2,10,15.0,15.3,65.2,0,1,0,84.1
Nerima,88.71,3,19,1.2,8.5,82.1,1,0,0,190.65
Edogawa,86.79,3,27,20.2,2.9,80.6,0,1,0,146.65
Nakano,89.53,3,24,30.5,1.0,100.0,0,0,0,156.72
Toshima,108.72,4,3,1.9,3.1,92.8,1,0,0,240.98
Chuo,74.95,2,30,23.6,5.2,90.6,1,1,0,136.16
Koto,66.3,3,24,14.7,1.8,97.7,1,0,0,123.13
Chuo,101.63,5,7,1.8,21.5,53.2,1,0,0,187.09
Suginami,79.05,3,6,5.6,1.0,100.0,1,0,0,189.64
Ota,39.41,2,19,18.5,3.7,77.2,1,1,1,126.79
Toshima,44.73,2,3,8.8,1.0,95.0,1,0,0,139.14
Chuo,46.33,2,10,10.6,2.5,94.8,0,1,0,171.25
Taito,64.83,3,26,15.2,16.9,76.5,1,0,0,99.08
Kita,64.29,3,13,3.4,8.5,63.3,1,1,0,134.59
Nerima,61.05,2,15,36.0,8.2,96.6,0,0,1,82.21
Meguro,88.76,3,14,0.4,2.3,91.4,1,1,0,251.99
Arakawa,84.81,3,4,22.8,11.8,80.0,0,1,0,127.53
Bunkyo,52.9,1,30,12.2,9.6,74.9,1,0,0,165.7
Koto,123.87,5,21,32.4,16.2,75.8,0,1,0,167.4
Koto,99.46,5,29,8.8,4.5,83.2,1,0,1,227.06
Koto,118.59,5,23,19.3,1.6,96.1,1,1,1,220.76
Katsushika,119.13,3,21,3.7,17.6,76.7,0,1,0,129.96
Edogawa,103.24,3,19,10.7,7.4,91.5,1,0,0,157.93
Ota,56.89,2,25,18.6,1.0,99.5,1,1,1,135.71
Sumida,26.25,1,30,0.4,1.0,100.0,0,1,0,136.39
Bunkyo,55.47,3,15,18.0,6.5,71.8,0,1,0,178.72
Nakano,43.5,1,11,1.4,11.7,68.9,1,0,0,105.12
Itabashi,54.31,2,25,4.0,2.2,84.4,1,0,0,150.27
Shinjuku,70.03,3,29,4.2,1.7,100.0,1,1,0,218.14
Shinagawa,109.05,4,21,4.1,9.1,73.3,0,1,0,189.84
Chiyoda,44.21,2,8,32.3,4.6,93.8,1,1,1,170.68
Adachi,44.9,2,15,19.8,12.3,69.7,1,1,0,76.9
Shibuya,70.72,3,6,12.4,1.8,89.1,1,1,0,174.88
Sumida,89.59,3,20,20.3,6.2,96.0,0,0,0,153.79
Nerima,109.0,4,26,37.0,2.9,97.6,0,1,0,132.47
Sumida,129.43,4,8,6.4,19.7,69.5,1,1,0,176.47
Koto,116.08,5,22,41.1,10.8,72.3,0,1,1,192.01
Suginami,82.69,4,27,1.2,19.9,54.2,1,0,0,139.76
Adachi,68.85,3,27,1.8,2.0,89.5,1,1,0,158.42
Shibuya,83.82,3,10,2.9,8.3,95.8,1,0,0,265.88
Shinjuku,92.99,5,29,9.5,12.4,73.0,1,1,1,215.68
Nakano,76.13,3,4,2.3,2.0,91.7,1,1,0,124.36
Shinagawa,88.49,2,26,17.5,1.0,100.0,1,1,0,186.57
Sumida,91.03,4,24,19.6,24.6,43.5,1,1,0,136.81
Nakano,65.46,3,22,22.1,9.0,64.9,1,1,0,142.47
Toshima,40.72,2,10,2.8,10.0,86.8,1,1,0,172.0
Katsushika,105.71,4,29,16.3,14.6,77.3,0,1,0,172.49
Taito,72.86,3,3,1.4,16.9,58.5,1,1,0,122.17
Shinjuku,81.5,3,25,34.3,2.6,100.0,0,0,1,180.52
Meguro,121.27,4,18,15.9,1.0,80.1,0,1,1,339.8
Shinjuku,102.3,3,9,7.0,1.8,99.4,1,1,0,263.7
Ota,69.85,2,5,19.6,2.3,99.1,1,0,1,132.4
Edogawa,136.76,4,4,22.9,1.2,92.2,1,0,1,182.07
Setagaya,87.09,3,11,4.7,3.9,100.0,0,0,0,190.7
Bunkyo,83.5,4,11,23.6,4.9,100.0,1,1,0,170.84
Nakano,60.41,3,27,10.9,4.3,77.8,1,1,0,88.92
Itabashi,83.86,3,28,3.0,21.8,72.9,1,0,0,100.89
Minato,35.03,1,7,13.0,4.9,72.2,1,1,0,109.56
Katsushika,20.0,1,8,13.3,2.4,99.0,1,1,1,99.6
Katsushika,54.18,2,8,11.4,1.0,89.3,1,1,1,126.11
Shibuya,107.4,4,21,16.9,17.0,69.8,1,1,0,192.77
Meguro,51.0,3,10,50.0,21.8,42.4,1,0,1,88.46
Chuo,69.43,2,5,50.0,3.9,87.2,1,0,1,116.65
Nerima,84.86,2,17,1.4,7.7,82.7,0,1,0,151.83
Chiyoda,22.13,2,21,8.4,11.3,82.5,1,0,0,181.1
Shibuya,79.87,3,22,29.9,1.1,100.0,0,0,1,183.55
Nakano,31.13,1,6,4.5,1.0,100.0,1,1,0,131.05
Meguro,84.76,3,5,7.6,3.4,87.7,1,1,0,203.78
Sumida,113.42,4,2,10.9,1.0,79.5,1,1,0,223.8
Edogawa,20.0,1,13,50.0,23.1,54.6,1,0,1,10.0
Katsushika,57.74,2,4,9.6,2.5,94.0,0,0,1,134.57
Chiyoda,68.01,2,29,3.4,21.8,62.0,1,0,0,125.01
Shinagawa,104.57,4,20,22.2,8.2,66.7,1,0,1,190.63
Nerima,79.9,3,17,9.0,1.0,94.5,1,0,1,111.56
Suginami,31.95,2,1,50.0,3.0,95.6,1,1,1,91.73
Ota,82.82,2,22,18.7,23.3,59.2,1,1,1,127.35
Nerima,22.32,1,19,5.5,2.1,82.2,0,1,0,120.73
Shinagawa,64.46,4,14,8.2,14.9,75.7,1,0,0,121.02
Itabashi,67.6,3,26,19.5,3.1,100.0,1,0,0,167.41
Minato,68.85,4,24,30.1,12.2,70.7,1,1,1,192.96
Setagaya,71.06,3,2,9.1,1.1,84.3,1,1,0,167.03
Bunkyo,91.33,4,29,22.1,2.8,95.4,1,0,0,193.81
Arakawa,53.42,2,11,7.5,6.5,87.3,1,0,0,116.54
Katsushika,96.02,4,25,3.9,5.4,80.4,0,1,0,194.9
Suginami,75.55,3,3,10.3,4.4,82.9,1,1,0,175.73
Kita,20.0,2,25,17.5,2.2,91.0,0,0,0,112.97
Taito,87.5,4,29,5.9,16.1,85.7,1,0,0,151.93
Setagaya,64.86,3,30,29.7,14.2,87.4,1,1,0,136.33
Suginami,59.69,3,28,3.0,1.0,84.8,1,1,0,141.47
Katsushika,128.29,4,12,21.7,13.5,63.9,1,0,1,165.75
Shinagawa,93.5,5,5,3.9,1.0,100.0,1,0,1,251.91
Katsushika,20.0,2,6,26.8,5.9,100.0,1,1,0,70.77
Koto,72.59,3,1,0.2,1.9,99.3,0,0,0,124.91
Shinagawa,89.01,3,27,3.8,11.2,76.3,1,1,0,188.09
Shibuya,64.81,3,2,8.5,4.5,90.4,1,1,0,192.28
Edogawa,45.35,2,1,3.4,4.0,90.8,1,1,0,106.41
Meguro,80.64,4,19,15.5,17.3,68.5,0,1,1,163.65
Shinagawa,41.66,2,26,1.9,20.2,63.6,1,0,0,126.88
Meguro,100.56,4,25,9.3,6.9,90.9,0,0,0,181.09
Shibuya,52.09,2,27,5.7,4.5,100.0,1,1,0,234.14
Adachi,87.58,2,17,9.7,10.1,86.6,1,0,0,163.03
Arakawa,94.63,4,13,33.1,8.0,83.1,1,0,0,119.29
Ota,82.86,2,16,5.9,1.6,100.0,1,1,0,197.61
Itabashi,106.13,5,8,9.8,7.5,72.1,1,0,0,134.4
Koto,73.24,3,10,26.7,6.1,91.5,1,0,0,98.47
Minato,50.46,2,24,3.3,1.0,99.3,1,1,0,195.11
Meguro,20.0,2,27,1.4,1.8,96.6,0,0,0,129.12
Minato,45.78,3,10,12.3,4.9,100.0,0,0,0,189.86
Setagaya,84.13,3,2,5.3,1.1,100.0,1,1,0,187.85
Shinagawa,23.3,1,15,1.1,15.3,58.7,1,0,0,100.05
Setagaya,113.93,3,15,20.5,6.8,74.4,0,1,0,186.27
Taito,79.15,2,24,2.4,17.1,77.0,1,1,1,129.23
Sumida,20.0,1,18,0.4,7.4,80.0,1,1,0,95.59
Kita,116.83,4,17,0.7,30.0,33.0,1,1,0,156.01
Bunkyo,20.0,1,1,1.7,19.1,70.6,1,0,0,114.34
Katsushika,54.0,3,13,25.6,3.0,100.0,0,1,0,105.67
Chiyoda,32.08,1,2,15.1,13.7,65.5,1,1,0,140.25
Setagaya,70.19,2,6,14.4,16.3,70.7,0,0,0,121.4
Itabashi,61.14,3,10,2.1,11.2,63.0,1,1,0,134.24
Nerima,37.53,1,4,4.7,2.7,100.0,1,1,0,117.4
Adachi,105.19,4,1,15.9,14.7,76.2,1,0,1,132.12
Nakano,73.44,2,28,49.6,17.4,73.4,1,1,1,78.55
Sumida,84.91,4,24,31.5,8.1,74.0,1,0,0,133.51
Meguro,56.54,2,26,7.3,5.2,79.3,1,1,0,185.95
Meguro,82.3,4,22,10.3,14.7,74.5,1,1,0,164.69
Nerima,67.56,2,7,11.9,3.4,77.4,1,0,0,130.75
Sumida,76.33,3,11,1.1,1.8,97.1,1,1,0,198.71
Koto,86.4,3,25,4.9,8.3,75.0,0,0,0,148.26
Katsushika,47.41,2,28,7.6,1.1,100.0,0,1,0,128.9
Shinagawa,121.01,5,1,31.1,9.3,81.8,0,0,1,192.55
Suginami,48.87,3,5,8.7,23.2,44.5,1,0,0,87.1
Chiyoda,65.82,3,1,50.0,4.2,73.6,0,1,1,157.3
Shinjuku,49.34,3,14,4.9,3.0,82.5,1,0,0,149.88
Minato,48.25,2,23,1.1,18.0,93.7,1,1,0,184.88
Itabashi,98.79,4,30,21.8,21.2,53.5,0,0,0,127.58
Arakawa,56.05,2,25,5.3,15.4,83.6,0,1,0,114.13
Kita,100.49,3,15,6.5,5.6,75.0,1,1,1,144.81
Chuo,20.0,1,1,50.0,25.5,47.5,0,0,0,17.44
Setagaya,100.09,3,13,5.0,1.5,90.5,1,0,0,186.13
Chuo,109.65,5,22,36.0,7.4,58.3,1,1,0,147.42
Meguro,108.23,3,2,3.3,17.4,58.6,1,1,0,201.16
Chuo,134.68,5,17,31.7,12.6,79.4,1,1,0,213.95
Toshima,20.0,2,30,3.0,20.5,60.0,1,0,0,99.12
Arakawa,42.08,2,24,1.2,12.9,80.9,1,1,0,141.97
Itabashi,69.53,2,28,6.5,4.2,100.0,0,1,0,153.74
Suginami,107.55,4,19,11.1,4.8,97.3,0,1,0,186.8
Edogawa,63.11,2,2,4.7,1.3,97.3,1,0,0,94.66
Katsushika,20.0,1,23,4.2,10.2,86.0,1,0,0,79.79
Adachi,115.82,5,21,38.7,15.0,84.0,1,1,1,126.58
Sumida,23.43,2,3,23.7,2.9,100.0,0,1,1,96.61
Arakawa,76.63,3,25,3.9,4.2,97.5,1,1,0,141.4
Nakano,186.74,3,22,37.8,14.4,57.8,1,1,1,208.41
Kita,102.82,4,1,22.2,1.8,93.4,1,0,1,114.77
Adachi,44.03,3,18,2.0,3.4,100.0,0,1,0,153.51
Chiyoda,73.26,3,16,15.8,22.1,45.6,1,0,0,132.94
Shinjuku,59.49,2,27,8.9,3.7,81.8,0,1,0,169.6
Katsushika,80.73,3,8,13.7,15.1,87.2,1,0,1,101.84
Meguro,72.94,3,19,17.6,9.9,69.4,0,1,0,205.07
Arakawa,99.37,3,4,0.0,6.4,85.3,1,0,0,190.53
Nakano,122.42,3,12,10.0,6.2,63.2,1,1,0,186.44
Adachi,125.05,3,5,29.1,12.4,68.2,1,0,1,141.86
Edogawa,81.01,2,15,2.0,8.0,75.2,1,1,0,122.17
Ota,85.44,3,11,16.3,4.3,88.9,0,0,0,147.45
Sumida,79.73,3,17,17.1,18.9,58.9,0,1,1,116.67
Taito,65.91,3,17,0.2,5.2,84.9,1,1,0,147.94
Edogawa,20.0,1,3,17.3,1.0,100.0,0,1,1,102.78
Chiyoda,20.0,1,24,5.6,1.0,95.8,0,1,0,195.37
Taito,47.74,2,9,8.7,1.0,90.7,1,0,0,181.56
Minato,30.79,1,3,7.0,11.1,88.2,1,0,0,165.94
Edogawa,83.13,3,30,16.7,30.0,23.8,1,1,0,72.14
Adachi,32.46,2,24,0.7,1.6,91.7,1,1,0,147.7
Chuo,29.32,1,12,0.0,8.9,81.2,1,0,0,133.5
Katsushika,95.52,3,18,2.0,15.6,77.6,1,0,0,142.23
Minato,86.56,4,22,5.2,6.0,87.7,0,0,0,246.52
Chuo,48.65,3,21,10.2,24.3,58.2,1,0,0,93.04
Shinjuku,104.07,4,29,3.8,10.8,69.2,0,0,0,229.75
Chuo,59.71,2,24,3.0,4.4,100.0,1,1,0,241.39
Ota,75.98,3,25,14.0,8.9,75.6,1,1,0,176.68
Nerima,46.81,1,27,10.4,1.5,96.4,0,1,0,106.87
Shinjuku,50.64,2,22,20.1,5.5,85.7,0,0,1,136.99
Katsushika,74.62,3,10,10.0,1.0,88.4,0,1,1,157.85
Koto,55.39,2,7,31.7,28.0,49.3,1,0,1,53.58
Meguro,122.49,5,30,9.4,2.7,89.5,0,1,0,261.12
Meguro,80.04,3,9,1.4,16.6,65.2,1,1,0,218.04
Minato,59.83,1,2,26.5,19.1,58.4,1,1,1,158.9
Bunkyo,61.42,2,27,44.0,4.1,79.2,1,0,1,121.38
Setagaya,91.91,4,28,0.7,5.0,98.5,1,0,0,203.28
Koto,89.6,3,18,13.2,11.8,92.0,0,1,0,138.22
Meguro,68.69,3,1,4.3,30.0,21.2,1,0,0,97.83
Itabashi,104.47,3,6,0.6,3.0,92.8,1,0,0,145.81
Meguro,90.35,4,14,1.4,9.1,80.2,1,0,0,217.25
Itabashi,79.59,3,23,4.9,7.1,83.8,1,1,0,163.68
Sumida,39.18,2,22,3.8,1.0,100.0,1,1,0,120.01
Sumida,58.44,2,24,6.4,1.7,95.7,1,1,0,148.84
Meguro,46.67,3,15,20.1,6.7,90.6,0,1,0,204.22
Chuo,91.48,3,23,9.2,2.1,83.0,0,1,0,243.57
Suginami,20.0,1,27,7.5,3.8,100.0,1,1,0,133.09
Nakano,118.54,3,1,5.7,7.7,59.8,1,1,0,215.55
Shinjuku,121.57,4,8,4.5,6.6,91.6,1,0,0,247.97
Shinjuku,70.07,3,24,34.7,8.2,68.7,0,0,1,171.24
Itabashi,114.95,3,11,31.0,24.3,49.7,0,1,1,77.98
Taito,20.0,2,16,28.7,1.6,100.0,0,0,1,98.33
Nakano,90.08,5,20,13.0,24.6,32.7,0,1,0,151.87
Chiyoda,52.18,1,21,7.7,1.0,91.7,1,1,0,198.64
Minato,79.17,2,11,5.1,9.6,72.4,1,0,0,212.54
Minato,58.29,2,19,5.5,2.4,98.0,0,0,0,205.24
Arakawa,89.22,2,19,3.1,1.9,89.5,1,1,0,161.75
Suginami,59.57,2,22,17.9,21.1,46.4,1,0,0,90.83
Nakano,86.18,3,18,10.9,6.0,96.3,1,0,0,148.6
Bunkyo,31.52,1,1,15.6,2.5,87.6,1,1,0,177.1
Shinagawa,130.42,3,19,4.2,1.0,90.3,1,1,1,285.17
Itabashi,116.6,3,2,36.9,2.0,100.0,1,1,1,144.35
Shinagawa,62.21,3,14,20.2,3.5,100.0,1,0,1,162.0
Ota,46.92,2,10,4.9,8.5,80.6,1,0,0,146.46
Chuo,33.72,2,10,34.4,2.8,94.1,0,0,1,136.51
Chiyoda,90.2,3,12,20.6,4.3,87.2,1,1,0,221.18
Koto,26.02,2,28,5.7,10.7,83.7,1,0,0,79.75
Suginami,20.0,1,17,14.5,1.0,97.8,0,1,0,124.17
Bunkyo,103.31,3,18,1.6,15.5,62.8,0,1,0,165.94
Chuo,148.1,4,11,32.4,1.0,100.0,1,1,0,181.28
Koto,38.42,1,30,4.6,1.0,96.6,0,0,0,104.55
Shibuya,66.05,4,22,1.2,8.1,100.0,1,0,0,196.91
Taito,105.77,5,13,7.7,17.3,56.8,1,0,0,184.32
Shinjuku,127.13,4,10,12.6,2.8,93.7,1,0,0,208.18
Kita,68.75,3,12,7.4,9.9,72.7,1,1,0,150.77
Kita,91.1,5,4,9.9,4.1,75.6,1,1,0,157.49
Sumida,39.73,1,29,6.2,2.6,85.4,1,1,0,104.89
Ota,90.26,5,2,11.8,12.3,85.3,1,0,0,189.66
Ota,77.12,3,27,18.3,4.1,90.6,1,0,0,139.61
Shinagawa,104.1,4,21,5.2,16.3,67.2,1,0,0,174.65
Arakawa,39.76,2,13,0.7,1.9,100.0,1,0,0,117.06
Bunkyo,72.87,2,22,1.8,9.1,75.6,1,1,0,194.04
Chuo,113.21,5,28,50.0,4.7,98.1,1,1,1,250.13
Chuo,87.25,3,7,50.0,5.4,96.5,1,1,1,105.29
Adachi,33.07,1,14,27.8,3.0,100.0,0,1,0,81.47
Setagaya,94.37,4,30,0.6,1.1,91.9,1,0,0,269.75
Edogawa,47.45,1,17,2.4,3.3,100.0,0,1,0,142.32
Edogawa,96.38,5,14,46.8,1.3,92.5,1,1,0,110.0
Shinagawa,60.51,3,1,33.4,10.1,75.0,1,1,0,108.82
Setagaya,85.29,2,19,6.5,6.5,93.3,1,1,0,197.54
Meguro,102.54,4,29,13.8,2.7,90.7,0,0,0,188.91
Sumida,122.51,4,6,12.5,1.9,100.0,1,1,0,157.94
Koto,60.7,2,21,6.7,8.6,81.0,1,1,0,150.03
Minato,59.54,2,27,3.1,5.0,88.0,1,1,0,136.97
Itabashi,29.86,2,27,21.4,4.1,100.0,1,1,0,88.75
Shinjuku,45.54,2,26,10.7,9.3,70.2,0,1,0,152.04
Adachi,56.66,2,8,1.8,6.0,100.0,0,1,0,155.8
Meguro,62.32,3,29,4.4,1.0,93.6,1,0,0,177.25
Setagaya,98.4,3,5,12.6,1.0,100.0,0,1,0,228.87
Chiyoda,71.34,3,19,32.2,3.9,100.0,1,1,1,195.58
Chiyoda,57.67,1,28,4.5,14.3,64.5,1,1,0,164.38
Minato,29.91,2,26,12.6,26.9,51.1,1,0,0,99.16
Arakawa,32.43,1,14,7.2,17.7,62.0,1,1,1,96.35
Toshima,110.43,5,24,25.9,8.5,82.7,1,0,0,152.16
Ota,88.41,4,17,7.3,30.0,51.2,1,0,0,107.93
Koto,46.12,3,4,6.4,3.1,93.8,0,1,0,151.98
Edogawa,64.87,3,22,2.9,10.2,85.2,1,0,0,132.86
Chuo,80.45,4,4,16.4,12.5,63.6,0,0,0,174.76
Taito,35.58,2,16,12.1,5.3,97.3,0,0,0,106.42
Shinjuku,96.52,3,9,7.2,7.6,74.5,1,1,0,199.58
Minato,50.73,2,17,10.9,30.0,48.5,1,0,0,103.9
Kita,83.49,4,19,5.9,4.7,98.0,0,0,0,169.11
Katsushika,46.83,2,3,17.8,1.1,100.0,1,1,0,153.65
Suginami,83.0,3,17,17.2,17.0,36.9,0,1,1,133.9
Shinjuku,94.95,3,13,0.7,5.2,78.0,1,1,0,209.57
Chuo,59.6,2,9,20.6,8.7,80.5,1,1,1,149.29
Setagaya,90.68,4,9,3.5,10.1,93.9,1,1,0,173.65
Katsushika,54.43,2,14,0.1,8.8,93.6,1,1,0,138.13
Itabashi,57.92,2,3,6.7,1.0,100.0,0,1,0,170.3
Shinagawa,68.24,4,22,6.0,6.5,82.2,0,0,0,163.77
Nakano,118.61,4,10,9.2,3.1,87.6,1,0,0,200.17
Taito,68.82,2,30,17.0,1.7,86.6,0,1,0,137.13
Chuo,59.59,3,22,4.6,6.2,70.0,1,1,0,162.14
Shinjuku,69.37,3,21,20.7,13.0,60.3,1,1,1,166.76
Kita,60.32,4,2,20.5,9.5,89.1,1,1,0,114.8
Minato,91.73,5,6,27.3,12.5,66.2,1,1,1,243.32
Taito,53.01,2,9,1.8,1.2,84.3,1,0,0,130.25
Suginami,30.2,1,8,4.6,4.4,79.1,0,1,0,110.35
Shinjuku,74.95,3,1,3.1,11.4,65.0,0,0,0,189.35
Toshima,96.45,4,18,0.7,19.8,56.1,1,1,0,179.97
Sumida,60.42,3,18,7.9,28.6,39.2,1,1,0,71.08
Sumida,20.67,2,17,3.2,3.5,90.5,0,0,0,94.76
Chuo,70.35,2,7,8.8,1.0,92.9,1,0,1,130.35
Itabashi,120.73,4,26,0.9,9.4,94.5,0,1,0,196.41
Koto,104.21,4,6,16.2,4.0,81.1,1,0,0,162.76
Adachi,74.35,3,21,2.6,9.1,87.0,1,0,0,138.94
Arakawa,67.57,3,22,46.4,6.7,88.6,1,1,1,94.05
Edogawa,53.8,2,28,3.4,13.3,94.0,1,1,0,120.84
Chiyoda,100.76,4,4,6.5,10.1,74.0,0,1,0,214.7
Kita,66.5,2,14,9.5,8.9,80.5,0,1,0,156.98
Chiyoda,21.02,1,10,6.4,1.0,100.0,1,1,0,145.17
Ota,59.44,2,24,4.6,6.9,81.5,1,0,0,169.22
Itabashi,83.46,2,6,0.1,17.3,62.3,0,0,0,124.99
Nerima,109.07,4,8,50.0,5.1,80.3,0,1,1,97.41
Bunkyo,52.2,1,21,0.1,7.3,97.1,0,0,0,180.25
Shinjuku,69.11,2,9,0.3,20.0,50.2,1,1,0,161.99
Bunkyo,26.75,1,17,0.7,19.6,61.8,0,1,0,122.96
Kita,62.91,2,15,2.1,10.3,64.9,0,1,0,119.75
Chuo,62.82,2,17,2.3,6.1,90.6,1,0,0,136.38
Kita,49.98,2,4,25.9,10.6,75.9,1,0,1,95.01
Suginami,61.29,3,15,30.8,11.9,73.1,0,0,1,120.54
Chiyoda,113.27,5,20,12.4,30.0,37.2,0,1,0,155.82
Setagaya,66.15,4,11,44.2,9.5,55.8,1,1,1,105.7
Toshima,87.92,3,2,3.4,7.7,89.4,0,1,0,187.02
Koto,102.66,4,28,12.0,16.9,44.2,1,0,1,155.08
Nakano,73.86,3,21,26.0,6.8,65.7,1,1,1,154.29
Shinjuku,53.2,2,4,7.9,16.3,61.4,0,1,0,135.47
Ota,55.19,2,8,3.3,2.8,89.2,1,1,0,157.69
Bunkyo,112.43,5,4,1.9,30.0,35.7,1,0,0,192.72
Kita,67.7,3,14,20.2,7.5,55.4,0,0,0,93.63
Katsushika,37.0,2,29,25.8,2.4,100.0,0,0,0,111.94
Taito,86.1,4,15,6.6,2.7,98.8,0,1,1,190.15
Shinjuku,31.28,1,23,15.7,5.5,81.0,1,1,0,121.52
Suginami,81.24,3,9,20.2,1.2,100.0,1,1,0,140.67
Shibuya,58.18,2,16,9.6,2.2,100.0,1,1,0,179.41
Koto,65.3,3,12,30.8,4.5,88.7,1,0,1,128.96
Edogawa,114.28,4,14,2.9,6.3,94.5,1,1,0,185.22
Chuo,137.17,4,24,17.2,21.4,41.2,1,0,0,219.86
Chiyoda,92.68,5,22,50.0,1.1,94.6,0,0,1,129.44
Meguro,20.0,1,4,5.9,5.7,84.1,1,0,0,167.28
Shinagawa,32.11,2,27,2.1,4.7,95.8,1,1,0,162.79
Suginami,58.55,3,13,9.3,20.7,59.0,1,0,0,119.43
Shibuya,68.18,3,10,3.8,1.0,100.0,0,0,0,223.39
Nakano,41.44,1,19,39.3,7.2,79.1,0,1,1,58.69
Ota,72.37,4,8,2.6,1.0,100.0,0,1,0,138.13
Edogawa,97.25,3,5,9.3,1.0,97.0,1,1,0,190.68
Suginami,111.17,4,17,32.0,8.3,68.2,0,1,1,206.14
Chiyoda,71.64,3,2,31.8,1.0,94.3,0,1,1,222.56
Itabashi,20.0,1,1,50.0,5.9,88.1,0,0,1,31.65
Nakano,88.53,3,13,4.9,3.6,87.5,0,0,0,168.86
Chuo,42.27,2,24,0.7,5.0,88.1,1,1,0,140.22
Toshima,27.71,1,23,8.7,5.1,78.8,1,0,0,116.78
Toshima,96.44,4,5,17.7,1.3,96.5,1,0,0,181.54
Chuo,54.22,3,27,4.3,1.0,100.0,0,1,0,215.78
Nerima,133.89,3,29,27.6,5.8,72.1,1,1,1,189.73
Koto,72.58,3,11,44.6,1.7,100.0,1,1,1,152.58
Koto,83.21,3,10,1.2,3.1,86.8,1,0,1,164.54
Koto,72.52,3,9,3.2,14.7,65.5,1,1,0,122.56
Minato,84.7,3,13,23.3,7.0,83.7,0,1,1,229.74
Shinjuku,52.2,1,6,18.8,18.3,71.7,0,1,0,111.88
Kita,56.94,3,13,5.0,6.7,82.6,0,1,0,113.78
Katsushika,77.74,3,16,0.9,1.0,94.2,1,1,0,154.79
Adachi,61.34,2,10,6.6,1.0,84.4,1,1,0,151.21
Shinagawa,133.16,3,14,7.7,18.0,90.9,1,0,0,215.92
Arakawa,31.06,2,14,24.1,10.6,84.1,1,1,1,89.92
Nerima,104.55,4,19,0.4,1.5,100.0,1,0,0,195.65
Meguro,29.52,2,29,2.0,6.5,73.1,0,0,0,123.44
Koto,116.08,4,14,14.4,10.0,76.7,1,0,0,138.92
Kita,45.27,2,29,23.7,16.7,47.3,1,1,0,63.08
Ota,20.0,2,17,5.4,4.3,100.0,1,1,0,129.4
Bunkyo,66.07,3,26,50.0,1.0,100.0,0,1,1,158.6
Setagaya,96.22,4,3,24.5,9.4,83.3,1,1,1,143.66
Adachi,78.49,4,13,11.5,2.3,100.0,1,1,0,183.24
Chuo,20.0,1,11,13.2,20.5,57.0,1,0,0,109.49
Meguro,44.82,2,25,33.0,3.3,97.0,1,1,1,139.1
Shibuya,20.0,2,2,32.5,1.2,100.0,0,1,0,137.84
Toshima,34.82,1,10,9.0,8.2,88.8,0,1,1,123.39
Shibuya,129.84,4,25,15.6,1.7,100.0,1,0,1,336.71
Adachi,93.44,4,17,27.5,3.8,90.8,1,1,0,141.16
Bunkyo,98.33,4,22,9.8,11.9,76.7,1,0,0,152.23
Taito,105.08,4,4,8.2,1.0,100.0,1,1,1,176.16
Sumida,43.16,2,11,10.2,3.8,91.8,1,0,0,82.58
Nerima,92.36,5,5,11.9,2.9,79.8,1,1,0,166.23
Kita,40.9,2,13,12.9,10.0,82.5,1,1,0,104.76
Adachi,31.3,1,10,39.1,9.5,100.0,1,1,1,69.24
Katsushika,65.07,3,13,22.3,1.1,85.7,1,0,1,158.8
Setagaya,46.28,2,23,40.4,22.1,50.7,1,1,1,75.0
Kita,65.89,2,12,12.7,1.6,92.6,0,0,1,160.76
Setagaya,43.72,1,22,50.0,2.6,88.6,0,1,1,82.57
Taito,92.05,4,27,27.0,1.9,100.0,1,0,1,157.93
Itabashi,43.74,2,27,0.6,1.0,96.9,1,1,0,156.2
Setagaya,102.94,3,9,2.1,5.4,94.9,1,0,0,208.76
Chuo,55.75,2,18,10.6,6.1,78.2,1,1,0,167.88
Setagaya,40.64,2,19,35.1,4.8,83.7,1,1,0,140.82
