ward,ward_jp,floor_area_sqm,num_rooms,building_age_years,floor_number,total_floors,distance_to_station_min,building_type,direction,has_parking,has_balcony,has_security,is_corner_unit,transaction_year,transaction_month,price_man_yen,price_per_sqm,area_per_room,relative_floor,station_category,age_category,amenity_score
meguro,目黒区,93.9,3,1.4,1,15,16.2,아파트,남,0,0,1,0,2021,6,11680,124.38764643237486,31.3,0.06666666666666667,원거리,신축,2
meguro,目黒区,74.7,3,4.5,4,16,2.3,아파트,남,0,1,1,0,2025,5,16310,218.3400267737617,24.900000000000002,0.25,역세권,신축,3
bunkyo,文京区,51.3,2,17.1,10,13,2.1,아파트,북동,0,0,1,0,2023,4,6500,126.7056530214425,25.65,0.7692307692307693,역세권,중고,2
katsushika,葛飾区,88.6,3,11.0,6,9,12.2,타워맨션,남서,0,1,1,0,2021,2,6620,74.71783295711062,29.53333333333333,0.6666666666666666,버스권,준신축,3
taito,台東区,39.6,2,1.1,9,15,1.0,아파트,남,0,0,0,0,2022,5,4680,118.18181818181817,19.8,0.6,역세권,신축,0
ota,大田区,50.2,1,16.3,11,14,1.0,빌라,남,1,1,0,0,2021,1,3700,73.70517928286853,50.2,0.7857142857142857,역세권,중고,3
kita,北区,79.2,3,4.7,3,10,10.9,맨션,남서,0,1,0,1,2021,9,6090,76.89393939393939,26.400000000000002,0.3,버스권,신축,2
bunkyo,文京区,80.5,4,47.1,14,18,5.1,맨션,동,1,1,0,0,2025,1,7870,97.7639751552795,20.125,0.7777777777777778,도보권,노후,3
taito,台東区,38.9,2,41.2,5,18,7.4,아파트,서,0,0,1,1,2021,10,1850,47.55784061696658,19.45,0.2777777777777778,버스권,노후,3
toshima,豊島区,62.5,3,11.3,4,7,1.0,타워맨션,남서,1,0,0,0,2021,1,8150,130.4,20.833333333333332,0.5714285714285714,역세권,준신축,2
chuo,中央区,98.1,5,34.3,8,16,4.5,맨션,서,0,1,1,0,2024,8,15130,154.23037716615698,19.619999999999997,0.5,도보권,노후,3
chuo,中央区,49.5,3,2.3,6,14,1.0,빌라,남동,0,1,0,0,2021,2,11150,225.25252525252526,16.5,0.42857142857142855,역세권,신축,1
setagaya,世田谷区,60.6,2,13.0,11,15,14.4,맨션,북동,1,1,0,0,2022,10,7160,118.15181518151815,30.3,0.7333333333333333,버스권,준신축,3
shinagawa,品川区,31.7,1,28.7,2,10,12.2,아파트,동,0,1,1,0,2023,8,3120,98.42271293375394,31.7,0.2,버스권,중고,3
setagaya,世田谷区,88.4,4,17.1,8,19,1.0,맨션,동,1,1,0,0,2024,7,13050,147.62443438914025,22.1,0.42105263157894735,역세권,중고,3
suginami,杉並区,70.2,2,0.7,7,9,12.8,맨션,북,1,1,0,0,2021,9,8200,116.8091168091168,35.1,0.7777777777777778,버스권,신축,3
chiyoda,千代田区,76.3,3,4.7,6,18,30.0,맨션,북서,0,1,1,1,2023,7,15880,208.12581913499346,25.433333333333334,0.3333333333333333,원거리,신축,4
bunkyo,文京区,86.5,4,14.9,12,13,4.6,맨션,남,0,1,1,0,2021,11,13000,150.28901734104045,21.625,0.9230769230769231,도보권,준신축,3
bunkyo,文京区,50.5,2,15.4,11,15,1.4,아파트,북,0,1,1,0,2023,1,6000,118.81188118811882,25.25,0.7333333333333333,역세권,중고,3
chiyoda,千代田区,31.9,1,5.0,6,11,3.0,아파트,남,1,0,0,0,2022,1,7360,230.72100313479626,31.9,0.5454545454545454,역세권,신축,2
suginami,杉並区,73.1,4,2.2,9,17,14.1,아파트,남,1,1,0,0,2023,8,9030,123.5294117647059,18.275,0.5294117647058824,버스권,신축,3
chiyoda,千代田区,28.1,1,7.3,9,17,1.0,맨션,북동,0,1,1,0,2024,1,7630,271.53024911032026,28.1,0.5294117647058824,역세권,준신축,3
sumida,墨田区,49.6,2,7.7,7,9,1.0,아파트,서,0,1,0,0,2022,12,4600,92.74193548387096,24.8,0.7777777777777778,역세권,준신축,1
bunkyo,文京区,42.7,2,23.8,14,17,3.3,타워맨션,북동,0,0,1,0,2021,8,5520,129.27400468384073,21.35,0.8235294117647058,도보권,중고,2
shibuya,渋谷区,101.2,4,22.4,1,13,13.1,맨션,서,0,1,1,0,2023,9,14390,142.19367588932806,25.3,0.07692307692307693,버스권,중고,3
bunkyo,文京区,77.2,4,10.4,5,19,5.7,빌라,서,0,0,0,0,2023,10,8230,106.60621761658031,19.3,0.2631578947368421,도보권,준신축,0
chiyoda,千代田区,42.6,2,2.0,9,18,1.8,아파트,남동,1,0,1,0,2021,1,11690,274.4131455399061,21.3,0.5,역세권,신축,4
koto,江東区,89.4,3,49.1,8,8,1.6,타워맨션,동,0,1,0,0,2024,1,6770,75.72706935123043,29.8,1.0,역세권,노후,1
chuo,中央区,43.7,1,21.7,3,3,25.2,타워맨션,남,0,0,1,0,2022,11,6410,146.68192219679634,43.7,1.0,원거리,중고,2
toshima,豊島区,52.4,3,18.8,14,17,6.9,맨션,남서,0,1,0,1,2022,6,5690,108.58778625954199,17.466666666666665,0.8235294117647058,도보권,중고,2
kita,北区,104.2,6,35.1,3,12,1.0,아파트,남동,0,1,1,1,2023,11,5160,49.520153550863725,17.366666666666667,0.25,역세권,노후,4
sumida,墨田区,35.5,2,2.2,14,16,4.7,빌라,남서,0,0,1,0,2022,8,3430,96.61971830985915,17.75,0.875,도보권,신축,2
meguro,目黒区,59.4,2,14.7,8,17,3.9,아파트,서,0,1,0,0,2021,1,7750,130.47138047138048,29.7,0.47058823529411764,도보권,준신축,1
chiyoda,千代田区,65.0,2,4.7,14,18,5.7,타워맨션,북서,0,0,0,0,2023,11,20730,318.9230769230769,32.5,0.7777777777777778,도보권,신축,0
suginami,杉並区,65.9,3,22.3,1,16,30.0,아파트,북서,0,1,1,0,2023,8,3730,56.60091047040971,21.96666666666667,0.0625,원거리,중고,3
shinjuku,新宿区,53.4,2,23.8,7,7,1.7,맨션,북서,1,1,0,1,2023,7,7250,135.7677902621723,26.7,1.0,역세권,중고,4
shinagawa,品川区,44.3,2,22.1,7,16,5.9,아파트,남서,0,0,1,0,2025,10,6310,142.43792325056435,22.15,0.4375,도보권,중고,2
chiyoda,千代田区,72.6,3,30.2,9,16,1.0,아파트,남,1,1,1,0,2024,5,16020,220.6611570247934,24.2,0.5625,역세권,노후,5
chuo,中央区,82.7,4,41.8,9,11,2.8,아파트,남동,0,1,1,0,2021,3,11090,134.09915356711002,20.675,0.8181818181818182,역세권,노후,3
suginami,杉並区,77.4,4,6.0,13,14,4.0,아파트,남서,1,1,1,0,2024,8,10780,139.2764857881137,19.35,0.9285714285714286,도보권,준신축,5
chuo,中央区,86.5,4,16.5,13,19,4.1,맨션,서,1,0,0,0,2021,7,17850,206.35838150289018,21.625,0.6842105263157895,도보권,중고,2
shibuya,渋谷区,70.7,3,1.7,6,9,15.1,아파트,남동,0,1,0,0,2024,3,11120,157.2842998585573,23.566666666666666,0.6666666666666666,원거리,신축,1
itabashi,板橋区,68.5,3,11.3,14,16,1.0,맨션,남,0,1,1,0,2024,7,6610,96.4963503649635,22.833333333333332,0.875,역세권,준신축,3
shinjuku,新宿区,48.5,2,34.9,10,16,4.3,타워맨션,동,1,0,1,0,2022,10,5840,120.41237113402062,24.25,0.625,도보권,노후,4
shinjuku,新宿区,70.6,3,8.7,14,19,11.9,타워맨션,남,0,0,0,1,2023,1,14600,206.7988668555241,23.53333333333333,0.7368421052631579,버스권,준신축,1
bunkyo,文京区,85.3,4,9.3,1,16,6.5,아파트,북동,0,1,0,0,2025,9,11470,134.46658851113716,21.325,0.0625,도보권,준신축,1
nakano,中野区,79.4,3,31.5,6,6,3.0,맨션,남,0,1,0,0,2022,9,6060,76.32241813602015,26.46666666666667,1.0,역세권,노후,1
shinagawa,品川区,45.8,2,13.6,10,12,4.7,아파트,남,0,1,0,1,2021,1,6270,136.8995633187773,22.9,0.8333333333333334,도보권,준신축,2
setagaya,世田谷区,80.5,3,19.3,4,16,4.1,아파트,남서,0,1,0,0,2022,7,7920,98.38509316770187,26.833333333333332,0.25,도보권,중고,1
shibuya,渋谷区,91.8,4,4.7,10,13,1.2,타워맨션,남동,1,0,1,1,2022,3,33590,365.9041394335512,22.95,0.7692307692307693,역세권,신축,5
nerima,練馬区,42.8,1,1.4,5,13,20.2,맨션,북,0,1,1,0,2021,8,2600,60.74766355140187,42.8,0.38461538461538464,원거리,신축,3
nerima,練馬区,66.9,2,30.0,4,17,3.5,아파트,동,0,1,0,0,2024,11,3830,57.24962630792227,33.45,0.23529411764705882,도보권,중고,1
chuo,中央区,88.8,4,17.4,9,10,1.0,빌라,남,0,1,1,0,2021,3,17240,194.14414414414415,22.2,0.9,역세권,중고,3
shinagawa,品川区,81.8,3,2.2,4,4,6.8,타워맨션,북서,0,1,0,0,2021,2,14270,174.44987775061125,27.266666666666666,1.0,도보권,신축,1
minato,港区,74.6,3,55.3,12,14,5.3,아파트,남서,1,1,0,0,2025,3,11930,159.91957104557642,24.866666666666664,0.8571428571428571,도보권,노후,3
kita,北区,61.0,3,9.5,9,14,7.5,아파트,북,1,1,1,1,2023,8,5200,85.24590163934427,20.333333333333332,0.6428571428571429,버스권,준신축,6
adachi,足立区,60.4,3,4.7,13,19,12.0,맨션,북동,0,1,1,0,2023,6,4220,69.86754966887418,20.133333333333333,0.6842105263157895,버스권,신축,3
setagaya,世田谷区,61.6,3,2.1,10,19,1.0,아파트,서,0,1,1,0,2022,1,8830,143.34415584415584,20.533333333333335,0.5263157894736842,역세권,신축,3
toshima,豊島区,62.5,2,31.9,12,14,1.0,아파트,서,0,1,0,0,2022,8,5090,81.44,31.25,0.8571428571428571,역세권,노후,1
shibuya,渋谷区,62.7,2,0.7,13,17,2.8,아파트,남,0,0,1,1,2022,5,16610,264.91228070175436,31.35,0.7647058823529411,역세권,신축,3
itabashi,板橋区,51.2,2,12.4,3,14,5.5,맨션,북서,0,1,0,0,2021,1,3050,59.5703125,25.6,0.21428571428571427,도보권,준신축,1
nakano,中野区,58.6,3,4.7,1,9,12.3,아파트,남,0,0,0,0,2024,3,5910,100.8532423208191,19.533333333333335,0.1111111111111111,버스권,신축,0
shinagawa,品川区,79.5,3,7.3,13,17,6.7,맨션,서,0,0,0,0,2025,6,15980,201.0062893081761,26.5,0.7647058823529411,도보권,준신축,0
kita,北区,86.4,5,0.3,7,16,6.1,맨션,서,1,1,0,1,2021,10,7110,82.29166666666666,17.28,0.4375,도보권,신축,4
sumida,墨田区,70.1,3,3.7,5,7,12.0,아파트,동,0,1,0,0,2022,3,5550,79.17261055634808,23.366666666666664,0.7142857142857143,버스권,신축,1
setagaya,世田谷区,81.6,3,28.7,14,18,11.8,아파트,동,0,0,1,0,2024,12,7910,96.93627450980392,27.2,0.7777777777777778,버스권,중고,2
setagaya,世田谷区,95.2,3,0.9,11,19,3.1,아파트,남동,1,1,0,0,2023,9,13540,142.2268907563025,31.733333333333334,0.5789473684210527,도보권,신축,3
arakawa,荒川区,50.5,3,30.8,5,11,5.7,타워맨션,동,0,1,1,0,2024,9,3730,73.86138613861387,16.833333333333332,0.45454545454545453,도보권,노후,3
shibuya,渋谷区,46.7,2,7.5,9,9,2.0,타워맨션,남동,0,1,1,0,2022,3,14650,313.70449678800856,23.35,1.0,역세권,준신축,3
koto,江東区,36.3,1,4.0,8,10,6.9,맨션,남,0,1,1,0,2023,4,4310,118.73278236914601,36.3,0.8,도보권,신축,3
toshima,豊島区,77.0,4,4.3,5,5,1.0,아파트,북동,1,0,0,0,2024,4,8730,113.37662337662337,19.25,1.0,역세권,신축,2
arakawa,荒川区,56.7,2,3.5,11,12,1.0,맨션,남,0,1,0,0,2024,7,5620,99.11816578483244,28.35,0.9166666666666666,역세권,신축,1
shinagawa,品川区,72.3,4,0.6,13,18,5.1,아파트,서,1,1,0,0,2024,2,12760,176.4868603042877,18.075,0.7222222222222222,도보권,신축,3
taito,台東区,124.8,6,26.2,12,16,1.0,맨션,동,1,0,0,1,2021,1,13900,111.37820512820512,20.8,0.75,역세권,중고,3
katsushika,葛飾区,71.8,3,18.5,11,13,5.6,빌라,남동,0,1,0,0,2022,8,3010,41.922005571030645,23.933333333333334,0.8461538461538461,도보권,중고,1
toshima,豊島区,92.7,4,1.2,4,7,3.2,빌라,북동,0,1,1,0,2024,2,9950,107.33549083063646,23.175,0.5714285714285714,도보권,신축,3
toshima,豊島区,78.6,3,13.6,6,14,7.6,맨션,북서,0,1,0,0,2022,7,7680,97.70992366412214,26.2,0.42857142857142855,버스권,준신축,1
arakawa,荒川区,65.5,3,1.3,13,16,1.0,아파트,남,0,0,1,1,2023,1,6860,104.73282442748092,21.833333333333332,0.8125,역세권,신축,3
shinagawa,品川区,52.9,2,2.4,4,16,18.6,맨션,남동,0,0,1,0,2025,7,8030,151.79584120982986,26.45,0.25,원거리,신축,2
meguro,目黒区,91.7,5,20.8,1,7,5.1,맨션,남,1,0,1,1,2025,5,15350,167.39367502726282,18.34,0.14285714285714285,도보권,중고,5
meguro,目黒区,29.1,2,2.5,9,17,1.3,맨션,서,0,1,1,0,2023,5,6020,206.87285223367698,14.55,0.5294117647058824,역세권,신축,3
minato,港区,70.0,4,4.8,12,13,1.1,맨션,동,0,1,1,0,2022,11,21040,300.57142857142856,17.5,0.9230769230769231,역세권,신축,3
chiyoda,千代田区,52.0,2,31.6,10,10,5.5,빌라,서,0,1,1,0,2022,7,7600,146.15384615384616,26.0,1.0,도보권,노후,3
toshima,豊島区,43.4,1,40.6,12,13,11.0,맨션,남,1,1,1,0,2021,4,3390,78.11059907834101,43.4,0.9230769230769231,버스권,노후,5
chiyoda,千代田区,56.4,2,4.4,13,13,5.1,빌라,서,0,0,0,0,2025,4,11730,207.97872340425533,28.2,1.0,도보권,신축,0
chiyoda,千代田区,89.7,4,9.7,9,9,10.6,맨션,동,0,1,0,0,2024,5,16450,183.38907469342251,22.425,1.0,버스권,준신축,1
nakano,中野区,72.1,3,4.0,14,15,1.0,아파트,남서,1,1,1,0,2025,2,10540,146.1858529819695,24.03333333333333,0.9333333333333333,역세권,신축,5
shibuya,渋谷区,101.3,5,10.7,1,13,8.8,맨션,남,0,1,0,0,2025,9,19760,195.06416584402766,20.259999999999998,0.07692307692307693,버스권,준신축,1
shinagawa,品川区,70.9,3,1.7,10,19,1.8,타워맨션,남서,1,0,1,0,2021,11,18350,258.81523272214383,23.633333333333336,0.5263157894736842,역세권,신축,4
minato,港区,58.7,3,18.0,6,15,10.7,맨션,남서,1,0,0,0,2021,12,10510,179.04599659284497,19.566666666666666,0.4,버스권,중고,2
setagaya,世田谷区,67.0,4,36.8,10,11,6.8,아파트,남,1,0,1,0,2021,9,5090,75.97014925373135,16.75,0.9090909090909091,도보권,노후,4
nakano,中野区,87.1,4,3.7,10,13,30.0,아파트,남,1,1,0,0,2022,3,9300,106.77382319173364,21.775,0.7692307692307693,원거리,신축,3
minato,港区,20.0,1,21.1,13,13,1.5,맨션,서,0,1,1,0,2022,6,5320,266.0,20.0,1.0,역세권,중고,3
shinjuku,新宿区,63.8,3,4.2,5,8,2.9,아파트,동,0,1,1,0,2024,3,10990,172.25705329153607,21.266666666666666,0.625,역세권,신축,3
suginami,杉並区,76.7,3,6.3,8,18,1.0,아파트,남,0,0,1,1,2022,4,9770,127.37940026075619,25.566666666666666,0.4444444444444444,역세권,준신축,3
chuo,中央区,76.9,3,31.4,7,14,14.8,아파트,남,1,1,1,0,2022,6,10760,139.92197659297787,25.633333333333336,0.5,버스권,노후,5
arakawa,荒川区,100.1,5,7.7,8,11,10.4,타워맨션,북서,0,1,0,0,2021,10,9490,94.80519480519482,20.02,0.7272727272727273,버스권,준신축,1
koto,江東区,101.3,5,22.8,6,16,2.9,아파트,남,0,1,1,0,2023,4,9070,89.5360315893386,20.259999999999998,0.375,역세권,중고,3
sumida,墨田区,20.0,1,7.9,9,11,14.0,아파트,남동,1,0,1,0,2021,8,1910,95.5,20.0,0.8181818181818182,버스권,준신축,4
nakano,中野区,89.9,4,27.0,9,16,5.8,아파트,남동,0,0,0,0,2022,5,6230,69.2992213570634,22.475,0.5625,도보권,중고,0
minato,港区,40.5,2,24.1,7,16,3.9,아파트,북동,0,0,1,0,2025,9,8190,202.22222222222223,20.25,0.4375,도보권,중고,2
chuo,中央区,50.6,3,23.5,7,14,1.7,아파트,남동,1,1,1,0,2024,7,9220,182.21343873517787,16.866666666666667,0.5,역세권,중고,5
shibuya,渋谷区,79.5,4,31.7,9,15,11.3,아파트,남동,0,1,1,0,2021,7,9040,113.71069182389937,19.875,0.6,버스권,노후,3
shibuya,渋谷区,42.1,1,19.8,2,10,10.6,맨션,북서,0,1,1,0,2024,11,5100,121.14014251781472,42.1,0.2,버스권,중고,3
arakawa,荒川区,84.4,4,8.8,9,14,3.6,아파트,남서,1,0,1,1,2021,7,6890,81.63507109004739,21.1,0.6428571428571429,도보권,준신축,5
chiyoda,千代田区,68.3,3,30.5,4,4,1.0,타워맨션,남동,1,1,0,1,2025,4,18180,266.17862371888725,22.766666666666666,1.0,역세권,노후,4
shinagawa,品川区,77.8,3,28.2,4,5,1.0,맨션,남동,0,1,1,0,2021,2,9090,116.83804627249357,25.933333333333334,0.8,역세권,중고,3
shinjuku,新宿区,69.7,3,14.1,2,9,6.2,아파트,남서,0,0,0,0,2024,5,10300,147.7761836441894,23.233333333333334,0.2222222222222222,도보권,준신축,0
shibuya,渋谷区,92.8,4,39.2,1,3,1.0,빌라,남동,0,1,1,0,2022,10,11100,119.61206896551724,23.2,0.3333333333333333,역세권,노후,3
koto,江東区,56.4,3,3.1,6,17,17.0,아파트,남,0,1,1,0,2023,9,5270,93.43971631205675,18.8,0.35294117647058826,원거리,신축,3
adachi,足立区,48.3,2,4.4,13,17,5.6,맨션,동,0,1,0,0,2024,4,3360,69.56521739130436,24.15,0.7647058823529411,도보권,신축,1
bunkyo,文京区,59.5,2,11.1,9,13,7.9,아파트,북,0,1,0,0,2025,3,6800,114.28571428571429,29.75,0.6923076923076923,버스권,준신축,1
minato,港区,49.1,3,37.8,2,6,8.3,맨션,남서,0,0,1,0,2022,4,6410,130.54989816700612,16.366666666666667,0.3333333333333333,버스권,노후,2
chiyoda,千代田区,96.3,5,23.0,1,8,3.2,맨션,북서,0,1,1,1,2023,1,18000,186.9158878504673,19.259999999999998,0.125,도보권,중고,4
bunkyo,文京区,93.9,4,15.4,3,4,7.2,아파트,남서,1,1,1,0,2022,5,11290,120.234291799787,23.475,0.75,버스권,중고,5
minato,港区,113.9,5,24.1,9,13,3.7,빌라,서,1,0,1,0,2022,7,21420,188.0597014925373,22.78,0.6923076923076923,도보권,중고,4
edogawa,江戸川区,75.7,3,10.2,10,12,8.9,아파트,동,0,1,0,1,2021,2,4860,64.2007926023778,25.233333333333334,0.8333333333333334,버스권,준신축,2
shibuya,渋谷区,97.9,3,7.6,12,13,30.0,아파트,동,1,1,1,0,2021,9,14480,147.90602655771195,32.63333333333333,0.9230769230769231,원거리,준신축,5
chiyoda,千代田区,52.0,3,38.4,4,5,8.6,빌라,동,0,1,1,0,2022,12,5360,103.07692307692308,17.333333333333332,0.8,버스권,노후,3
koto,江東区,59.4,2,54.0,11,14,1.0,빌라,동,0,0,1,0,2024,3,3160,53.1986531986532,29.7,0.7857142857142857,역세권,노후,2
itabashi,板橋区,63.2,2,7.9,4,16,2.5,아파트,동,0,0,0,0,2024,5,4430,70.09493670886076,31.6,0.25,역세권,준신축,0
shinjuku,新宿区,81.5,4,6.4,10,12,13.2,맨션,남,0,1,1,0,2023,3,13340,163.68098159509202,20.375,0.8333333333333334,버스권,준신축,3
shibuya,渋谷区,96.1,4,43.5,5,12,1.0,아파트,남,1,1,1,0,2021,8,12650,131.633714880333,24.025,0.4166666666666667,역세권,노후,5
shinagawa,品川区,42.3,1,16.6,2,19,2.3,맨션,남서,1,1,0,0,2024,9,7260,171.63120567375887,42.3,0.10526315789473684,역세권,중고,3
meguro,目黒区,29.6,1,60.0,2,11,7.3,아파트,남,0,0,0,0,2024,7,2680,90.54054054054053,29.6,0.18181818181818182,버스권,노후,0
itabashi,板橋区,94.8,5,18.0,1,13,6.4,맨션,남서,1,1,1,0,2023,6,7640,80.59071729957806,18.96,0.07692307692307693,도보권,중고,5
minato,港区,70.3,4,39.7,2,4,2.1,맨션,남,0,1,0,0,2023,12,12230,173.96870554765292,17.575,0.5,역세권,노후,1
itabashi,板橋区,80.0,3,8.9,12,12,7.0,맨션,북동,0,0,1,1,2023,7,6850,85.625,26.666666666666668,1.0,도보권,준신축,3
arakawa,荒川区,80.7,4,11.2,14,17,2.4,아파트,남동,0,1,0,0,2022,8,6400,79.30607187112763,20.175,0.8235294117647058,역세권,준신축,1
nakano,中野区,87.6,4,6.4,1,17,4.0,아파트,북,0,1,0,0,2022,6,8080,92.23744292237444,21.9,0.058823529411764705,도보권,준신축,1
setagaya,世田谷区,62.7,2,26.4,6,18,11.4,빌라,남동,0,1,0,0,2022,7,4330,69.05901116427432,31.35,0.3333333333333333,버스권,중고,1
shinagawa,品川区,61.6,3,12.5,13,19,1.0,빌라,남서,0,1,0,0,2021,9,8780,142.53246753246754,20.533333333333335,0.6842105263157895,역세권,준신축,1
meguro,目黒区,84.3,4,0.9,3,4,3.4,아파트,남,0,1,1,0,2022,9,16590,196.79715302491104,21.075,0.75,도보권,신축,3
meguro,目黒区,51.2,3,2.6,11,11,7.7,맨션,북동,0,1,0,0,2021,3,8210,160.3515625,17.066666666666666,1.0,버스권,신축,1
suginami,杉並区,77.8,3,19.5,1,13,30.0,아파트,남,0,1,0,0,2024,12,6070,78.02056555269922,25.933333333333334,0.07692307692307693,원거리,중고,1
shibuya,渋谷区,66.7,3,6.2,1,5,7.1,타워맨션,남서,0,0,1,1,2025,5,15720,235.6821589205397,22.233333333333334,0.2,버스권,준신축,3
chiyoda,千代田区,94.2,5,8.3,5,9,4.0,맨션,북동,0,0,1,1,2024,5,21050,223.46072186836517,18.84,0.5555555555555556,도보권,준신축,3
taito,台東区,63.0,3,7.9,6,9,6.2,아파트,남동,0,0,1,0,2022,2,6330,100.47619047619048,21.0,0.6666666666666666,도보권,준신축,2
shinagawa,品川区,71.7,3,51.7,5,12,10.3,아파트,북서,0,0,0,1,2023,6,4980,69.4560669456067,23.900000000000002,0.4166666666666667,버스권,노후,1
sumida,墨田区,81.3,4,0.1,2,15,4.3,맨션,동,0,1,1,0,2025,11,9100,111.93111931119311,20.325,0.13333333333333333,도보권,신축,3
nakano,中野区,92.9,4,1.8,1,13,13.3,아파트,남서,0,1,1,0,2024,8,11730,126.264800861141,23.225,0.07692307692307693,버스권,신축,3
nerima,練馬区,98.5,5,18.0,8,11,3.9,아파트,동,1,0,0,0,2023,1,6970,70.76142131979695,19.7,0.7272727272727273,도보권,중고,2
katsushika,葛飾区,35.0,1,31.3,5,18,5.1,아파트,남서,0,0,1,1,2023,8,1430,40.857142857142854,35.0,0.2777777777777778,도보권,노후,3
nakano,中野区,79.9,3,29.6,7,10,1.0,맨션,북,0,1,0,0,2024,11,6340,79.34918648310388,26.633333333333336,0.7,역세권,중고,1
arakawa,荒川区,20.0,1,7.1,13,13,5.2,맨션,서,1,1,1,0,2022,9,1770,88.5,20.0,1.0,도보권,준신축,5
suginami,杉並区,82.9,4,6.0,1,7,3.1,아파트,남,0,1,0,0,2024,1,8510,102.65379975874546,20.725,0.14285714285714285,도보권,준신축,1
kita,北区,99.8,5,3.9,12,13,3.3,아파트,북동,0,0,0,0,2023,5,7830,78.45691382765531,19.96,0.9230769230769231,도보권,신축,0
nakano,中野区,45.9,1,5.2,2,9,11.3,타워맨션,남,0,0,1,0,2021,2,6000,130.718954248366,45.9,0.2222222222222222,버스권,준신축,2
edogawa,江戸川区,44.6,1,30.4,6,16,30.0,타워맨션,북동,0,1,1,0,2023,6,2310,51.79372197309417,44.6,0.375,원거리,노후,3
bunkyo,文京区,50.7,2,6.3,2,2,2.9,아파트,북서,1,1,0,0,2024,5,7290,143.7869822485207,25.35,1.0,역세권,준신축,3
minato,港区,67.6,3,41.1,8,15,8.6,맨션,북서,0,0,0,0,2023,10,9480,140.23668639053255,22.53333333333333,0.5333333333333333,버스권,노후,0
shinagawa,品川区,91.8,4,7.6,13,16,1.0,빌라,남동,0,1,0,0,2021,12,14400,156.86274509803923,22.95,0.8125,역세권,준신축,1
edogawa,江戸川区,82.2,4,37.6,2,19,2.1,타워맨션,남,0,1,1,0,2024,8,4540,55.23114355231144,20.55,0.10526315789473684,역세권,노후,3
shinagawa,品川区,71.3,3,18.9,6,9,1.2,맨션,남,1,1,1,1,2023,9,14900,208.97615708274895,23.766666666666666,0.6666666666666666,역세권,중고,6
edogawa,江戸川区,86.9,3,37.4,4,6,1.3,아파트,남서,0,0,1,0,2025,4,3500,40.27617951668584,28.96666666666667,0.6666666666666666,역세권,노후,2
shinagawa,品川区,95.8,5,41.4,7,9,13.1,아파트,남서,0,1,1,0,2025,1,7790,81.3152400835073,19.16,0.7777777777777778,버스권,노후,3
chiyoda,千代田区,95.7,5,33.7,5,13,17.4,아파트,서,0,1,1,1,2022,5,10520,109.92685475444095,19.14,0.38461538461538464,원거리,노후,4
shinagawa,品川区,130.7,6,11.9,6,18,2.6,아파트,남서,0,1,1,0,2023,10,20330,155.54705432287682,21.78333333333333,0.3333333333333333,역세권,준신축,3
shinagawa,品川区,69.4,3,15.4,8,15,3.1,아파트,북서,0,1,1,0,2023,10,9800,141.21037463976944,23.133333333333336,0.5333333333333333,도보권,중고,3
chiyoda,千代田区,84.0,4,20.2,10,16,2.2,아파트,동,1,0,1,0,2023,10,18370,218.6904761904762,21.0,0.625,역세권,중고,4
sumida,墨田区,84.1,5,9.8,14,14,1.5,맨션,서,1,0,0,0,2022,1,10030,119.2627824019025,16.82,1.0,역세권,준신축,2
adachi,足立区,42.7,1,14.4,12,19,1.0,아파트,남,0,1,0,0,2021,1,2360,55.26932084309133,42.7,0.631578947368421,역세권,준신축,1
nakano,中野区,81.0,4,6.2,13,17,3.4,아파트,남,0,0,0,1,2025,5,9960,122.96296296296296,20.25,0.7647058823529411,도보권,준신축,1
itabashi,板橋区,64.9,4,19.0,7,19,9.8,타워맨션,남서,1,1,1,0,2024,6,5800,89.36825885978428,16.225,0.3684210526315789,버스권,중고,5
meguro,目黒区,66.9,2,0.9,4,7,1.0,맨션,동,0,1,0,0,2023,8,12870,192.37668161434976,33.45,0.5714285714285714,역세권,신축,1
bunkyo,文京区,107.8,5,8.8,1,9,6.7,빌라,북,0,1,1,1,2025,4,13320,123.56215213358071,21.56,0.1111111111111111,도보권,준신축,4
shinagawa,品川区,42.1,1,11.1,14,17,7.3,빌라,남,1,0,0,0,2022,4,4840,114.96437054631829,42.1,0.8235294117647058,버스권,준신축,2
shinagawa,品川区,75.3,4,16.1,1,6,2.1,타워맨션,남,0,0,0,1,2024,5,15910,211.28818061088978,18.825,0.16666666666666666,역세권,중고,1
chuo,中央区,52.4,2,2.0,2,17,8.0,빌라,남,0,0,0,1,2025,6,9270,176.9083969465649,26.2,0.11764705882352941,버스권,신축,1
toshima,豊島区,27.8,1,6.2,6,15,1.0,맨션,북서,0,1,1,0,2023,3,3470,124.82014388489209,27.8,0.4,역세권,준신축,3
setagaya,世田谷区,48.7,1,10.6,12,13,1.2,빌라,북서,0,1,0,0,2023,4,5600,114.98973305954824,48.7,0.9230769230769231,역세권,준신축,1
minato,港区,30.4,1,13.2,10,19,27.0,맨션,남서,0,1,1,0,2021,7,6570,216.1184210526316,30.4,0.5263157894736842,원거리,준신축,3
bunkyo,文京区,45.1,2,6.0,1,12,4.5,빌라,남동,0,1,0,0,2025,1,4810,106.65188470066518,22.55,0.08333333333333333,도보권,준신축,1
chuo,中央区,116.4,5,16.4,12,15,1.4,아파트,북동,0,1,0,0,2025,1,27320,234.7079037800687,23.28,0.8,역세권,중고,1
